,Name,Rating,Date,Review
12,Scopa,4 star rating,8/24/2019,"Was looking for Italian and wine and ended up at Scopa. On a street of busy restaurants we found a table facing Mikes Pastry and had a lovely meal.

Service: excellent! The server was quick and also funny. 

Atmosphere: cute but not a lot of tables inside. Don't come where with a party of over 10. 

Food: ordered the eggplant appetizer, and ravioli pasta dish. Both were excellent and vegetarian. I was quite happy with the meal. We also got a side of bruschetta to share which was also tasty. Finally, the wine was great. It was brought to my attention that the wine was less expensive if we found it at a wholesaler. But it was pairing nicely with the food. 

Parking: there seems to be lots downtown. Street parking is rough in this neighborhood."
13,Scopa,4 star rating,8/12/2018,"[4.5/5] After checking out an apartment in the North End after work, The Boy and I decided to get dinner and took a short stroll to Scopa. The menu here is short, sweet and simple but the food here is anything but!

To start they give you pizza-like bread with 3 olive oil dipping sauces - regular, one with chili flakes, and another with minced garlic. Love the variety of sauces, definitely get your dip and intermix them!

The Boy got the Carbonara which had a perfectly poached egg and I got the Mushroom and Feta pizza. The pasta dish was really good. The pasta is made fresh. The portion may seem small - you will definitely be left wanting more - but it's truly the perfect portion. You don't walk away in a pasta coma from overeating, but that being said, it does feel pricey for the amount that you get; however, to not walk away in a carb coma was worth price and we both left really satisfied.

Definitely planning to come back and try some of their other pasta dishes! The servers were also really welcoming and friendly, service with a smile for sure."
14,Scopa,4 star rating,10/5/2019,Charming restaurant that we stumbled upon after walking up the street and we were in luck because we didn't have to wait for a table. We tried the spaghetti carbonara and the artichoke ravioli. Absolutely loved the warmth and flavor of the ravioli.
15,Scopa,4 star rating,10/15/2019,"DINNER REVIEW

So we ended up at Scopa the same way many people end up at restaurants in the North End around dinner time on weekends...you head to the great place you heard about, see the line/hear how long the wait is, and then decide to roam about to find something that looks good and had a shorter wait. That evening, Scopa fit the bill. 

We went to put our name in (for a group of 3) and ended up waiting maybe 20 minutes. This place is tiny (maybe only 20 seats) so any short wait was surprising. What Scopa lakes it size it makes up for in coziness. You are sitting elbow to elbow with your fellow diners and the nice folks preparing your food are right there in the back of the dining room. The wood-fired oven makes me excited to order their pizza.

They start you off with a warm flatbread with 3 different olive oils, one plain, one with parmesan, and another with red pepper flakes. Though the ingredients are simple and few in number, the tastes are distinct. This was a great way to start the meal.

With the wood-fired oven calling our name from the kitchen, we knew we had to get a pizza to start so we got a classic Margherita pizza. It had the perfect balance of crispy crust in the middle and chewy/doughy around the perimeter of the pizza. Would 100% order again.

For my entree, I had the Pollo Parmigiana (aka Chicken Parmesan). The chicken was very moist, especially for chicken breast, and I think I could have eaten 5 of them. The cheese ravioli they came with were just ok: not particularly vibrant in flavor, I wish they were a bit hotter in temperature, and I wish there were more than just 4. Don't expect the huge portions at Scopa that you'll find at some of the other Italian restaurants nearby. One could say the portion size is proportional to the size of the restaurant, in this case.

Overall, a great meal and I would definitely recommend Scopa if you are wandering the North End and trying to decide where to eat. You might just get lucky and get seated quickly here."
16,Scopa,5 star rating,11/30/2019,"Great food and service was wonderful. I just wish the made dessert. 3.99 stars 

Ricotta gnocchi with pesto and mussels -very light and clean flavors 

Calamari with shisito peppers 

Chicken Parmesan with fresh pasta - 

Great wine selection"
17,Scopa,5 star rating,8/19/2019,"Really small restaurant, but the food was amazing. I got the gnocchi with mussels and wow! The gnocchi had a great texture and it was cheese stuffed. The only thing was that it got quite salty as I was finishing my dish. We were also a little bummed that they weren't serving pizza even though they have a pizza oven and there were pizza photos on Yelp.

 I believe their menu changes often but worth a stop."
18,Scopa,5 star rating,6/4/2018,"From the pizza to the cheese platter to the service, we were just blown away by everything here at Scopa. The waiter did mess up our order but he was super nice about it, fixed the mistake, and brought us what we asked for in record time. He even brought over an extra plate of bread for us to have with the cheese platter even though it didn't come with it. You can tell that the ingredients here are fresh and that everything you want is made to order. I haven't had a pizza this good in years. Highly recommend the one with arugula on top! It also had some type of bacon underneath. Ugh I'm drooling just thinking about it. 

It's a small little restaurant so it wouldn't be good for a large party but it's so cute inside and very classy looking. If I'm ever in Boston again this is where you will find me."
19,Scopa,5 star rating,5/26/2019,"My partner and I were wandering north end and stopped in at Scopa. We stopped in and split a cheese plate, the gnocchi, and lobster ravioli. All were very good. The cheese plate had 3 cheeses and a fig jam. It also came with bread and 3 olive oil mixtures. The oils were good quality and the jam complemented the cheeses. The gnocchi was good, but it was firmer than I'm used to. The ravioli was really good and flavorful. Both sauces were fresh and good. 

Only downside was that it was a little expensive, but not outrageous."
20,Scopa,3 star rating,5/4/2018,"I went here on a Tuesday night and there was no wait. The location doesn't take reservations but no big deal. 

I ordered the porcini mushroom risotto and it was prepared well. I enjoyed the farmers cheese and the blueberries added a unique and sweet bite. The service was extremely attentive and kind.

The reason why I'm giving Scopa three stars is because I feel like something is missing. I'm not sure if the risotto wasn't hearty enough, or if I was looking for actual mushrooms in the risotto, but I felt like my meal was good not great."
21,Scopa,3 star rating,4/5/2019,"The North End is just jammed with Italian restaurants. So you go and try. I met a friend for lunch and we walked past at few times and read the menu and they just happened to have a table! The place is tiny or ""intimate"" if you are on a date. Margherita pizza and the short rib gnocchi was what we shared. It was good and done well. The gnocchi portion was on the small side and could have used a bit more salt. It's good Italian, but not stand out."
22,Scopa,4 star rating,9/15/2017,"Cute place for dinner. No wait for two on a Rainy Friday night (although larger parties were standing outside). Seating area is small about 10 tables and a counter area facing out to Hanover St (great for people watching). 

We were seated promptly. Started with wine and octopus with honey crisp apples and meatballs. They bring out warm flatbread with olive oil (excellent). I had the short rib with truffle gnocchi and brother had the brick chicken. Gnocchi was three large cylinders; would've preferred cut pieces. The short rib was cooked well but wished it had some more acidity. The brick chicken was good. If you're looking for a traditional/cozy dinner dish that is your best bet. 

Food was good, just not quite what we were hoping for. But loved it nonetheless."
23,Scopa,4 star rating,9/9/2017,"Scopa is an intimate, handsome Italian restaurant serving up some decadent meals.  Not a lot of seating, but we didn't have trouble getting in on a Sunday evening.

Our waitress was very pleasant and prompt.  She was very apologetic after spilling a little water on my menu and plate.  

We had the arancini, carbonara, and short ribs.  The arancini was the weak link.  It was almost overwhelmed by an almond extract type flavoring.  Not sure where that came from - maybe the breading? - but they were just alright.

The short ribs were incredibly tender.  My boyfriend loved them.  He thought the truffle gnocchi was, well, too truffle-y, but he wasn't expecting much else (he loves short ribs, but not truffles, so).  

The carbonara was the best part - some of the best carbonara I've had since visiting Europe.  The egg was placed on top so you got to burst the yolk and mix it up with the noodles.  Fun and absolutely delicious.  Like all carbonara, it was VERY rich and as such it was hard to finish all of it. 

I guess the restaurant was a little more expensive than we were expecting (although we could have gotten pizzas - those were practically steals).  Still, Scopa was a great way to finish off a great vacation to Boston!"
24,Scopa,5 star rating,7/28/2020,"Wow.  If you love pizza and are a pizza foodie, then this is a MUST HAVE.   Little joes on Carmine in NY, Pequods in Chicago and now Scopa in Boston.  Anyone rank below 5 stars, I would think a ""#Karen"" rated it."
25,Scopa,3 star rating,12/13/2019,"Nice intimate atmosphere. Nice service. The focaccia bread and the olive oil served as appetizer were great!
The pizza was also very good nice crust. 
The reason why I gave three stars 
The linguini with clam was too greasy and the sauce too heavy compared to the true Italian ""spaghetti alle vongole"" 
The arugula salad was good but not great, full in flavor. 
The meal was good overall. My portion was small,  I just do not think the value is there given that is not a cheap place to eat."
26,Scopa,3 star rating,10/26/2020,"Not bad food, portions were not as big as some of the other restaurants in the north end. Especially being the same price, I expected more. I ordered the pollo al limone and it was pretty good, but it could've been a bit more flavourful. Not many options for white wines. I probably wouldn't go back here. Good service though!"
27,Scopa,4 star rating,7/19/2019,Amazing caprese and gnocchi al forna I was pleasantly surprised. I walked by this restaurant a lot but never went inside. Loved the service and meal.
28,Scopa,5 star rating,9/1/2018,"Great friendly service.   Little bit of flatbread and three olive oils (plain, with cheese, and chili's) for complimentary bread.  

The carbonara was on point!  Nice crispy pancetta.  Noodles perfect al dente with a very rich and creamy pecorino sauce with a poached egg that adds just the right amount of additional creaminess.  

Was also looking at the Octopus/ Polpo, and almost regret not ordering it.   If only I had more of an appetite!  Surprising right?   But had to save room for Mikes pastry across the street."
29,Scopa,2 star rating,9/29/2019,"Walked in to a mainly empty restaurant after peak lunch hour.  Server seemed to have an attitude that we had a stroller with us and the delusion that the empty restaurant will get full after the lunch hour rush.  As a result, we ended up leaving which was unfortunate as the reviews appear solid. 

Walked next door to another restaurant that accommodated the stroller with no issues.  After our lunch we walked by Scopa and noticed the place was completely empty!

I get most North End establishments are small but sometimes you have to use your judgement during off peak hours."
30,Scopa,3 star rating,9/4/2018,"This is a small restaurant in walking distance from the Paul Revere house. The cheese plate and complementary bread were incredible. I would go again just for these items. The meatballs were flavored just right and had a lovely crunch to them.

Now, on to the misses:

The octopus was cooked unevenly, so some parts were chewy, while others were tender.

For our entrees, our table shared the portobello mushroom flatbread and Margherita pizza. Both badly needed seasoning. The flavor improved when we added salt and crushed red pepper. But, there was much to be desired from the entrees.

In summary, a good place for appetizers."
31,Scopa,5 star rating,6/23/2019,"This place was awesome. Great service, delicious food, we enjoyed everything! The Burrata app  was out of this world!"
32,Scopa,4 star rating,9/1/2018,"Carbonara! Fun tiny spot on Hanover street. There are so many places to choose from and my wife and I can't argue lines if we show up for a non-planned dinner. I quickly read this place was solid and it delivered. 

We started with the meatballs and crochettes. Both were very good. The meatballs were actually crispy and I believe fried as a finish. Unique touch (I guess Venetian?). 

We then were recommended the spaghetti carbonara and then also added the portobello pizza. The carbonara was the best I've had in years. Thick spaghetti (adamantly defenses by the waiter that this was the right way to have carbonara) with a delicious moderately heavy cream sauce. The pizza was also tasty but my wife and I were basically dueling over the carbonara. 

You can see the items were reasonably priced for the location and quality. Great service for a small place. Would go back."
33,Scopa,5 star rating,7/15/2018,"We were waiting in line for daily catch and ScopA actually opened on time so we decided to give it a try. Non of us were disappointed. The calamari was a bit blan , but the pizza was soft and tasty!! Then came over if the best carbonara dishes I've ever had. Service was prompt and friendly. Def a good spot."
34,Scopa,4 star rating,5/9/2019,"this was a great find in the north end! it was one of the only places we could find that didn't have an hour long wait to sit down. it is a small, quaint restaurant. 

we ordered the caprese salad, the burratta & prosciutto appetizer and then the lobster ravioli. the burratta appetizer was delish!! it resembled a charcuterie board, especially with the complimentary bread. 

the lobster ravioli was very filling and tasted quite like lobster bisque soup. Overall, we were very satisfied with our meal & service!"
35,Scopa,2 star rating,4/27/2018,"Pictured is the spaghetti carbonara which I had high hopes for but was let down. The noodles were clearly very high quality but the carbonara sauce was a little different than I normally like it. There was an egg on top as well which was good but less than impressive. 

Service was very good and the meal came with really good bread as an appetizer but overall I don't think I would come back."
36,Scopa,2 star rating,6/2/2018,"It's ok. Given the number of exceptional North End restaurants in just a few block radius, I probably would not pick this one again. 

Our appetizer was topped with a fig compote, which was terrible. Gloppy, overly tart and difficult to eat without making a mess, I definitely regret ordering it.

My butternut squash ravioli with brown butter sage sauce was very bland, and the puree it was served with didn't hit the mark for me. 

Staff was very friendly, and prices are quite reasonable though."
37,Scopa,4 star rating,7/12/2019,"Small cozy place that can accommodate 25-30 people. The bread served with olive oil had rosemary and parmesan, which was unique and delicious. The entrees looked small but were quite filling. This was one of the only restaurants we passed that didn't have a ridiculous wait and the food was great. We were the only ones in there for the entire duration of our dinner, but it was nice because we were able to talk without having to yell. Being so close to the window also allowed us to people watch while we waited for our food."
38,Scopa,3 star rating,6/9/2019,"Maybe because we've had Italian in Italy, our expectations were a bit different.

After battling terrible traffic, we were able to claim the last two top table. Note, there is only one server because they have seating for only about 25-30 people. We ordered a caprese to start, and a spring risotto and chicken parm for our meal.

The complimentary bread was really good and nice to eat with the caprese. The salad was nice and fresh and tasted like home made cheese. I wish they had included one more slice to make it a 4:4 ratio of tomato to cheese. 

Our food was sitting under the warming lamp for a while but nothing arrived cold. The risotto was cooked well with a good amount of veggies. I hate lima beans so I should have asked what was included. The chicken parm was dry and didn't include any pasta, only fried eggplant.

For the amount of money we paid for the meal after tip (over $70), I would have expected to be blown away a little more than we weren't. There are plenty of Italian restaurants on this block that I think we would have been better off going to one of those.

If you need to use the bathroom there, the room itself makes it feel like you are on an airplane."
39,Scopa,5 star rating,10/28/2017,"We had a great meal at this tiny little place.  

Butternut squash ravioli was perfectly prepared and the Carbonara was very good, although it could use a more pancetta.

Parking- While we walked to the restaurant I wanted to point out to those from out of the area that the parking in the area can be limited to residents with active ticketing.  We sat at the window and say five cars get ticketed during our meal.  Be warned."
40,Scopa,5 star rating,1/31/2019,"Scopa is a tiny, cute restaurant in the North End. The pasta is homemade and fresh. The Bolognese was some of the best I've ever had. I also really enjoyed the warm bread they served with a trio of olive oils. 

In addition to the perfectly cooked food, our server was wonderful. She was friendly, funny and very accommodating when the cold draft from the door kept blowing in. 

I'd highly recommend trying this place. It's a hidden gem."
41,Scopa,5 star rating,3/28/2019,"Locally owned Italian restaurant that will certainly not disappoint. My nosey self sat with a few directly out at the street as I people watched my entire meal. As all the other restaurants near here we're booked or an hour long wait, I walked right in here and got seated. The staff was super friendly and I'm not just saying that. We ended up having a conversation about our lives and dreams. It was overall a pleasant experience & the food was the best American itailian I've had in the area."
42,Scopa,4 star rating,7/27/2017,"Scopa is a beautiful place for a fantastic meal. The wait was about 10 minutes on a warm Thursday evening around 6pm. We were offered a table at the large open window but chose an inside table instead (for a shorter wait). While the large street-facing hightop table is a nice touch, the downside is that the rest of the small restaurant is quite warm (assuming they don't want to run an air conditioner because of the huge open windows).

The wine selections are fantastic and affordable. The braised shortribs and homemade gnocchi were a highlight - the meat fell of the bone and something as simple as the grilled carrots and fresh mozarella accent were top notch. The gnocchi is highly recommended.

We also ordered the fig and prosciutto pizza, which at $13 is hugely underpriced considering how delicious and well-made it is. The figs are cooked perfectly; the only downside was the dough could've been slightly more firm/cooked.

The service was impressively fast, friendly, and professional.

The restaurant is quite small but is tastefully decorated and has a comfortable, friendly feel despite the close quarters. It was slightly louder than ideal but it wasn't a major downside considering how great the food is."
43,Scopa,5 star rating,7/26/2019,We went there coz of hungry and it's right opposite Mike pastry so we wanna try.  The food was really good . We ate all clean....we got linguini with clam so yummy. My kids love spaghetti Carbonara. Risotto with shrimp is also good. Our server Alex is really nice. So friendly and helpful.
44,Scopa,4 star rating,3/4/2019,"Cute, quaint little spot in the North End. We visited on NYE 2019 and service was excellent. We tried the charred octopus, carbonara, and my husband had the squash raviolis. All dishes were superb and portion sizes were just right. I would highly recommend a visit if you're looking for a nice Italian dinner without the long waits."
45,Scopa,5 star rating,4/16/2019,"We were lucky enough to get in here without a reservation. Wonderful service and delicious food. We had the Burrata cheese and prosciutto for appetizer. The restaurant serves focaccia bread with 3 types of  olive oil, the meatballs were tender and delicious and our margherita pizza was baked to perfection. We loved this place and we will be back here next time we are in town."
46,Scopa,5 star rating,9/30/2018,"Scopa is the best Italian (real Italian, not Italian-American) restaurant in Boston. If you want chicken Parmesan, baked ziti, or anything drenched in marinara and covered in mozzarella, go elsewhere. There are a lot of good places in the north end, and a lot of really good places, but this is head and shoulders above the rest. 

It was as good as any food I've had while traveling in Italy. 

The staff is incredible. Alexander is one of the best hosts. The chefs are friendly and even made us fresh panino, the Italian waiter (apologies, I can't remember his name) was helpful with the wine list. We stayed after to chat with the staff, and they really treated us as if we were welcome guests, and not customers to shuffle in and out. The carbonara, without a doubt, is the best carbonara I've ever had in my life. Grazie mille!"
47,Scopa,5 star rating,8/13/2017,"Had excellent lunch there. This is small intimate place. Service was quite good, and the food shined there. Good Italian wine list too. We enjoyed caprese salad, and octopus as appetizers, both done right, risotto and especially Veal Milanese were well executed. Word of caution: no espresso drinks or gelato, go to Caffe Vittoria across the street for that, same owners, same friendly service and high quality"
48,Scopa,5 star rating,4/9/2019,"Delicious. Had the salmon and a roasted fig appetizer. Someone else at my table also had the salmon and both were cooked perfectly. 
Service was friendly and professional."
49,Scopa,5 star rating,9/12/2020,Best carbonara I've ever had! Cozy atmosphere and excellent service. We loved our experience here and will make a point to come back here whenever possible!
50,Scopa,5 star rating,7/2/2017,"Great place!!   We really liked Scopa !

I got the chicken under a brick
My kids got buttered noodles
And my wife got the bolognese noodles

But the big wins here were the super fantastic calamari and the super fantastic caprese  salad.   The salad had the best freshest mozzarella cheese I have ever had.  

It was a great small restaurant.  What a great find.  

We would definitely come back."
51,Scopa,2 star rating,2/17/2020,"So the family went to Scopa  for a Sunday night dinner. 
I was surprised to see open tables considering the place is relatively small with limited seating.  The seating is very tight and you can fully hear all conversations around you.  

Anyway, the food.  The opening flatbreads with 3 different olive oils- very good; crisp flatbreads, nice quality olive oil. 
The burrata cheese/prosciutto appetizer-very good; burrata  was creamy inside yet firm and the prosciutto was tasty.  
Following the appetizers it was all down hill.  
The Lobster fra diavolo  -- awful. Lobster was mushy and the sauce had a red bell pepper undertone. I sent it back.  
The gnocchi with sauce -awful.  Overcooked  pasta, mushy and with the same sauce as the lobster fra diavolo.  Veal saltimbucca- awful. Overcooked veal with an arugula side salad that was pre dressed  with heavy amounts of some biter tasting cheese. We all agreed, all the entrees sucked.  
On a bright note, the waiter was terrific considering he was working the entire floor in his own."
52,Scopa,4 star rating,1/26/2017,"Overall good experience and tasty food.

The room is very small, but was able to jump in and grab a table the last table for two at around 8pm.

We ordered the meat and cheese plate and toast and cheese/jam app.

I didn't realize until I was looking at photos of the bread that everyone gets that we didn't get toast. I assumed the bread must of been it and there was extra on board to save space at the time but now looking at bill it was never served to us, which actually makes more sense. 

The gnocchi was good but so hot that it nearly didn't cool down enough the whole hour. It also was slightly over cooked. The cheese and sauce was very good though. The boar rigatoni also had great flavor. 

Wine was good. Was not offered dessert before check came so I assumed they did not offer it. 

I would recommend to dates and would welcome going back to give it another try. There was plenty on menu that looked good."
53,Scopa,5 star rating,6/8/2019,Stopped in and enjoyed the margherita pizza and gnocchi. It was delicious. They were friendly and they had quick service. We really enjoyed our stop.
54,Scopa,5 star rating,11/7/2018,"Came here tonight on a whim and had a few glasses of delicious wine and an appetizer (meatballs - yum)! I immediately hit it off with the personable and fun waitress and we had a great talk.

Loved the cozy, inviting and intimate setting in here -- it's perfect for a romantic date.  Although I didn't get a chance to try more of their standard menu, I'll absolutely be back."
55,Scopa,5 star rating,6/5/2017,"My family and I went here for my graduation dinner and I couldn't have been happier with the choice, service, or the food. Scopa a small little cafe-esque restaurant that is tucked away in the cobblestones and brick buildings that litter the North End. But don't let the size fool you: the food is flavorful and the atmosphere makes you forget that you're in Boston. 

We first ordered a bottle of Chianti and a couple of appetizers (charcuterie, toast, calamari). The meat and cheese plate was incredible and featured what I believe was prosciutto and pancetta, as well as some sort of an apricot jam to pair with the cheeses. The toast was a step up from the ubiquitous avocado toasts of the world and was spread with creamy ricotta and the apricot compote from the charcuterie plate. The calamari was fried to perfections. My favorite part of the meal, however, was the short rib that I ordered.

I have never been moved to speak volumes about a short rib, but I would write sonnets about this one if I could. When it arrived, it sat steaming hot on a bed of risotto,  garnished with two sauteed carrots and cheese. Upon slicing into meat it slid easily off the bone and melted in my mouth. It is easily the best beef I've ever had in my entire life due to the texture and buttery taste. The risotto underneath was a perfect complement to the rib (made from polenta) 

Overall the perfect dining experience. I would go back every night for the short rib alone."
56,Scopa,5 star rating,6/24/2017,"Overall had a good experience. The wait was about 20 mins but it was well worth it.
Service was ok but food was great!"
57,Scopa,3 star rating,8/21/2020,Great food. Horrible service. I feel bad saying that because the waitress was nice and the food was delicious. But we saw 3 tables come and leave before they were served. Our food came in LONG waves- it wasn't busy on a Friday night on Hanover street so that should speak for itself. If feel bad for people that come here for a special meal.
58,Scopa,5 star rating,4/27/2019,Sooo amazing! Great food and great ambiance. Went on a nice day so they opened up the doors/windows and we sat looking out at the street. Overall great experience
59,Scopa,5 star rating,7/10/2016,"The North End is always packed on Friday nights. My friend and I went there and the line for every restaurant was absurdly long. We weren't planning to eat at Scopa but there was no wait and it had recently opened so we figured we should try it out.

We decided on a window seat and it was great. The service staff actually had to leave the restaurant and take our orders from outside. It was a fun and different experience. The wait staff were really good about delivering us excellent service.

I had a beef bolognese and a white wine I don't recall. The beef bolognese was the best I've had in my life. The noodles were great, the sauce was perfect and the beef was delicious. It was so good I contemplated getting another order. For dessert we had the dessert pizza. It was essentially globs of Nutella with a kick of rum. It was good and it was a nice way to finish off a meal.  

Great service and great food make Scopa a great addition to North End's many phenomenal restaurants."
60,Scopa,3 star rating,8/14/2020,Pizza was pretty good but their linguine with meatballs was a disappointment as the meat balls were burned and dry and the sauce was subpar
61,Scopa,5 star rating,7/23/2019,"Outstanding little restaurant! Very quiet and personal. We loved the stuffed figs, antipasto plate, lobster ravioli. The salmon was cooked perfectly too! We can't wait to go back again."
62,Scopa,5 star rating,8/28/2016,"A great alternative to waiting a the more popular north end restaurants! We came in around 8pm and had no wait. The restaurant has a great atmosphere and probably fits about 35 people total! Our server was great and really personable. We even stopped by the next day to see if we left something there and she remembered us.

For an app we got the artichokes and they were AMAZING. The only bummer was there were 3 of us and only 2 artichokes. I ordered the Gnocchi with buffalo mozzarella and it was great. The others at the table got fish and another pasta dish. We would definitely come back here the next time we are in the north end!"
63,Scopa,4 star rating,11/7/2016,"An impromptu stop this past Sunday afternoon for lunch which turned out to be a very pleasant surprise and experience.

Very small space, but comfortable and not your traditional Italian fair.  Creative dishes outside of the box, using fresh, seasonal ingredients.  Wine list compliments the menu perfectly too.

The meal starts with fresh bread and 3 different dipping oils.

For starters we tried the Limoncini, chef scallops and artichoke & butternut.  All three dishes were very good, the later being our favorite.

For our main dish we decided to split the harvest risotto which was absolutely AMAZING!  So delicious and flavorful.  

Service was polite but not overwhelming which can happen in such a small space.  Overall a great meal with great service.  We will definitely be back!"
64,Scopa,3 star rating,11/22/2016,"Nice, intimate restaurants that is A-OK but nothing too special. I probably just ordered wrong by getting the squash and the mozzerella salad.

The good:
+cute, non touristy location
+nice, friendly vibe. 
+cheap-ish...our meal was only 60 for 2 people and we had wine.
+relaxed service-- not rushed at all.
+good selection of food and the rissotto was very good.

The bad:
-does not take reservations
-food isn't outstanding by any means
-kinda cramped and very HOT since it's so small.

Would not come back but a nice place to try once in a while if you are in the area and can get bar seats for people watching!!"
65,Scopa,5 star rating,8/21/2016,"This place is right across from Mike's Pastry's.   It seats about 22-25 people.  I walked in on a Sunday and there wasn't a wait.  Decided on having my first lobster roll there.   I loved it!  The lobster was cut into huge pieces with the right amount of flavoring.  The toasted bread was so worthy of the lobster filling.  Found out that the bread was from the best bakery in Boston (Bricco: I later found the bakery down a narrow alley and down a few steps).   

Service was great.  Bathroom is tiny.  They didn't have dessert that day.  Seems like a newer restaurant."
66,Scopa,2 star rating,9/11/2020,"I have had dinner here many times over the past two years, the quality has definitely changed. The food as well as the service has many opportunities, We will not be returning."
