,Unnamed: 0,id,alias,name,image_url,is_closed,url,review_count,categories,rating,coordinates,transactions,price,location,phone,display_phone,distance,latitude,longitude
10,10.0,PUZSvR-nEHlhEi0gSADu7w,piattini-boston-3,Piattini,https://s3-media3.fl.yelpcdn.com/bphoto/rEbEqHUTQLiqOGmxnSAHJw/o.jpg,False,https://www.yelp.com/biz/piattini-boston-3?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,943,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'beerbar', 'title': 'Beer Bar'}]",4.0,"{'latitude': 42.34969, 'longitude': -71.08122}","['delivery', 'pickup']",$$,"{'address1': '226 Newbury St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['226 Newbury St', 'Boston, MA 02116']}",16175362020.0,(617) 536-2020,267.3274734,42.34969,-71.08122
11,11.0,WwNticOnmmkHrMRyAGR4rw,saigon-fusion-boston-2,Saigon Fusion,https://s3-media2.fl.yelpcdn.com/bphoto/w51H56_4cQhqrf4X0-QQQg/o.jpg,False,https://www.yelp.com/biz/saigon-fusion-boston-2?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,76,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}]",4.5,"{'latitude': 42.345129, 'longitude': -71.08696}",[],$$,"{'address1': '201 Massachusetts Ave', 'address2': None, 'address3': '', 'city': 'Boston', 'zip_code': '02115', 'country': 'US', 'state': 'MA', 'display_address': ['201 Massachusetts Ave', 'Boston, MA 02115']}",16172361464.0,(617) 236-1464,450.7916269,42.345129,-71.08696
12,12.0,RusK8fJrhxc9GIB7tk5eng,greco-boston-12,GRECO,https://s3-media3.fl.yelpcdn.com/bphoto/yUmR9IVqvP2F24E5Pc5tzg/o.jpg,False,https://www.yelp.com/biz/greco-boston-12?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,513,"[{'alias': 'greek', 'title': 'Greek'}, {'alias': 'salad', 'title': 'Salad'}, {'alias': 'soup', 'title': 'Soup'}]",4.5,"{'latitude': 42.35006, 'longitude': -71.0817}","['delivery', 'pickup']",$$,"{'address1': '225 Newbury St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['225 Newbury St', 'Boston, MA 02116']}",16175723300.0,(617) 572-3300,287.2297728,42.35006,-71.0817
13,13.0,EbUZhM4fLpsWQ8fpBhhgEQ,mike-and-pattys-boston-boston,Mike & Patty's - Boston,https://s3-media1.fl.yelpcdn.com/bphoto/Y1JuzYOd4UmRLpAVBLHBDQ/o.jpg,False,https://www.yelp.com/biz/mike-and-pattys-boston-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,1913,"[{'alias': 'sandwiches', 'title': 'Sandwiches'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}]",4.5,"{'latitude': 42.348561, 'longitude': -71.067928}","['delivery', 'pickup']",$,"{'address1': '12 Church St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['12 Church St', 'Boston, MA 02116']}",16174233447.0,(617) 423-3447,1209.24849,42.348561,-71.067928
14,14.0,dBEr7RLilPrgTCM2GxJcKA,love-art-sushi-boston,Love Art Sushi,https://s3-media2.fl.yelpcdn.com/bphoto/ZQTNR9Rp0ENVo3GeTUBeDQ/o.jpg,False,https://www.yelp.com/biz/love-art-sushi-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,334,"[{'alias': 'poke', 'title': 'Poke'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 42.34662, 'longitude': -71.08747}","['delivery', 'pickup']",$$,"{'address1': '1 Haviland St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02115', 'country': 'US', 'state': 'MA', 'display_address': ['1 Haviland St', 'Boston, MA 02115']}",16179826953.0,(617) 982-6953,414.2867179,42.34662,-71.08747
15,15.0,m1ertlgQIxAl74D7nCsvbQ,earls-kitchen-bar-boston-2,Earls Kitchen + Bar,https://s3-media4.fl.yelpcdn.com/bphoto/9d7pJWPLrNuv3vasfzbc5Q/o.jpg,False,https://www.yelp.com/biz/earls-kitchen-bar-boston-2?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,1105,"[{'alias': 'newamerican', 'title': 'American (New)'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}]",4.0,"{'latitude': 42.34722514515457, 'longitude': -71.08189270406079}","['delivery', 'pickup']",$$,"{'address1': '800 Boylston St', 'address2': 'Unit 107', 'address3': None, 'city': 'Boston', 'zip_code': '02199', 'country': 'US', 'state': 'MA', 'display_address': ['800 Boylston St', 'Unit 107', 'Boston, MA 02199']}",18579570949.0,(857) 957-0949,63.94177317,42.34722515,-71.0818927
16,16.0,q5HPp961WsjoVDaOmN8SwQ,giacomos-boston,Giacomo's,https://s3-media3.fl.yelpcdn.com/bphoto/Smv02qZnzD75bbjludSgSw/o.jpg,False,https://www.yelp.com/biz/giacomos-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,1366,"[{'alias': 'italian', 'title': 'Italian'}, {'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'wine_bars', 'title': 'Wine Bars'}]",4.0,"{'latitude': 42.34406, 'longitude': -71.077732}","['delivery', 'pickup']",$$,"{'address1': '431 Columbus Ave', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['431 Columbus Ave', 'Boston, MA 02116']}",16175365723.0,(617) 536-5723,552.2313844,42.34406,-71.077732
17,17.0,BOzdu1Rv8ootQpnSBdhrng,beantown-pho-and-grill-boston-2,Beantown Pho & Grill,https://s3-media2.fl.yelpcdn.com/bphoto/lEtFEJkmvSwC1d1eRs7Uyw/o.jpg,False,https://www.yelp.com/biz/beantown-pho-and-grill-boston-2?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,460,"[{'alias': 'vietnamese', 'title': 'Vietnamese'}, {'alias': 'thai', 'title': 'Thai'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}]",4.0,"{'latitude': 42.3491, 'longitude': -71.08341}","['delivery', 'pickup']",$$,"{'address1': '272 Newbury St', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['272 Newbury St', 'Boston, MA 02116']}",18572638440.0,(857) 263-8440,190.6817228,42.3491,-71.08341
18,18.0,i6uHrxuS1D_6V8WhaWLy5A,lukes-lobster-back-bay-boston,Luke's Lobster Back Bay,https://s3-media1.fl.yelpcdn.com/bphoto/EnMeIE_wx5NYW-WPaLWR3Q/o.jpg,False,https://www.yelp.com/biz/lukes-lobster-back-bay-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,1860,"[{'alias': 'seafood', 'title': 'Seafood'}]",4.0,"{'latitude': 42.34869123638961, 'longitude': -71.0792269348443}","['delivery', 'pickup']",$$,"{'address1': '75 Exeter Street', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['75 Exeter Street', 'Boston, MA 02116']}",18573504626.0,(857) 350-4626,305.0093204,42.34869124,-71.07922693
19,19.0,RTItHTu0J8Hjk3EJTCuJMg,sekali-boston-boston,Sekali Boston,https://s3-media2.fl.yelpcdn.com/bphoto/HwNujFhtmvhSL9j5g4ePGw/o.jpg,False,https://www.yelp.com/biz/sekali-boston-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,3,"[{'alias': 'malaysian', 'title': 'Malaysian'}]",5.0,"{'latitude': 42.34751, 'longitude': -71.08135}",[],,"{'address1': '800 Boylston St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02199', 'country': 'US', 'state': 'MA', 'display_address': ['800 Boylston St', 'Boston, MA 02199']}",,,5.170395271,42.34751,-71.08135
20,20.0,MgAG54IJeQvT3BQoSNwWBw,dumpling-palace-boston,Dumpling Palace,https://s3-media4.fl.yelpcdn.com/bphoto/bnDaPwnbbk-MRd8deRPy-A/o.jpg,False,https://www.yelp.com/biz/dumpling-palace-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,475,"[{'alias': 'taiwanese', 'title': 'Taiwanese'}, {'alias': 'chinese', 'title': 'Chinese'}]",3.0,"{'latitude': 42.3457184, 'longitude': -71.0873337}","['delivery', 'pickup']",$$,"{'address1': '179 Massachusetts Ave', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02115', 'country': 'US', 'state': 'MA', 'display_address': ['179 Massachusetts Ave', 'Boston, MA 02115']}",16172668888.0,(617) 266-8888,438.4917549,42.3457184,-71.0873337
21,21.0,qJxjhLQjLcYnpcqqDHS3Jg,puro-ceviche-bar-boston,PURO ceviche bar,https://s3-media4.fl.yelpcdn.com/bphoto/v4AmbzAzlDn7vb1TiVDZqQ/o.jpg,False,https://www.yelp.com/biz/puro-ceviche-bar-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,243,"[{'alias': 'wine_bars', 'title': 'Wine Bars'}, {'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'seafood', 'title': 'Seafood'}]",4.5,"{'latitude': 42.34918, 'longitude': -71.08311}","['delivery', 'pickup']",$$,"{'address1': '264 Newbury St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['264 Newbury St', 'Boston, MA 02116']}",16172660707.0,(617) 266-0707,194.5921516,42.34918,-71.08311
22,22.0,XdTb4p34mtbxG9Dyjk25hQ,cgk-on-newbury-boston,CGK On Newbury,https://s3-media2.fl.yelpcdn.com/bphoto/n7Aca6Tz19mr7GD6iF3fXQ/o.jpg,False,https://www.yelp.com/biz/cgk-on-newbury-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,67,"[{'alias': 'burgers', 'title': 'Burgers'}, {'alias': 'juicebars', 'title': 'Juice Bars & Smoothies'}]",4.0,"{'latitude': 42.34914, 'longitude': -71.08327}","['delivery', 'pickup']",$$,"{'address1': '268 Newbury St', 'address2': None, 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['268 Newbury St', 'Boston, MA 02116']}",16179364359.0,(617) 936-4359,192.1918018,42.34914,-71.08327
23,23.0,HvS2_mcp34JkMlw1Q37dhg,sufra-mediterranean-food-boston-2,Sufra Mediterranean Food,https://s3-media4.fl.yelpcdn.com/bphoto/iw4e5FHG27f2ZhbtQT0pKA/o.jpg,False,https://www.yelp.com/biz/sufra-mediterranean-food-boston-2?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,47,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'halal', 'title': 'Halal'}]",4.5,"{'latitude': 42.34258, 'longitude': -71.09732}","['delivery', 'pickup']",,"{'address1': '52 Queensberry St', 'address2': None, 'address3': '', 'city': 'Boston', 'zip_code': '02215', 'country': 'US', 'state': 'MA', 'display_address': ['52 Queensberry St', 'Boston, MA 02215']}",17816458080.0,(781) 645-8080,1328.569373,42.34258,-71.09732
24,24.0,jIxhHWqxKd5ZWBIEmsFxWQ,citrus-and-salt-boston,Citrus & Salt,https://s3-media2.fl.yelpcdn.com/bphoto/EIvNoAmkpKyPviIpflYSAg/o.jpg,False,https://www.yelp.com/biz/citrus-and-salt-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,707,"[{'alias': 'cocktailbars', 'title': 'Cocktail Bars'}, {'alias': 'mexican', 'title': 'Mexican'}]",4.0,"{'latitude': 42.348728, 'longitude': -71.072284}","['delivery', 'pickup']",$$,"{'address1': '142 Berkeley St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['142 Berkeley St', 'Boston, MA 02116']}",16174246711.0,(617) 424-6711,856.426051,42.348728,-71.072284
25,25.0,BbnYarlqCZkR5PP-Gqy8oA,ichiban-yakitori-sushi-house-boston,Ichiban Yakitori Sushi House,https://s3-media2.fl.yelpcdn.com/bphoto/9cpQUBjWi0XYcNCAE9ZSvA/o.jpg,False,https://www.yelp.com/biz/ichiban-yakitori-sushi-house-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,178,"[{'alias': 'korean', 'title': 'Korean'}, {'alias': 'asianfusion', 'title': 'Asian Fusion'}, {'alias': 'japanese', 'title': 'Japanese'}]",4.0,"{'latitude': 42.3433111789979, 'longitude': -71.0866500982307}","['delivery', 'pickup']",$$,"{'address1': '14 Westland Ave', 'address2': '', 'address3': '', 'city': 'Boston', 'zip_code': '02115', 'country': 'US', 'state': 'MA', 'display_address': ['14 Westland Ave', 'Boston, MA 02115']}",16172367907.0,(617) 236-7907,574.1670334,42.34331118,-71.0866501
26,26.0,_rFGIsI4O_15Cr5P6zni1w,anoushella-boston,anoush'ella,https://s3-media1.fl.yelpcdn.com/bphoto/QCOjI06HIhT84vxJ8bF0gw/o.jpg,False,https://www.yelp.com/biz/anoushella-boston?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,285,"[{'alias': 'lebanese', 'title': 'Lebanese'}, {'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'armenian', 'title': 'Armenian'}]",4.0,"{'latitude': 42.338903, 'longitude': -71.073977}","['delivery', 'pickup']",$$,"{'address1': '35 W Newton St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02118', 'country': 'US', 'state': 'MA', 'display_address': ['35 W Newton St', 'Boston, MA 02118']}",18572653195.0,(857) 265-3195,1189.94612,42.338903,-71.073977
27,27.0,JZUTavw4SsZ-iiExULq1_g,lobstah-on-a-roll-boston-2,Lobstah On A Roll,https://s3-media3.fl.yelpcdn.com/bphoto/TKPpyz_4tabYDOCNbudmWw/o.jpg,False,https://www.yelp.com/biz/lobstah-on-a-roll-boston-2?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,86,"[{'alias': 'seafood', 'title': 'Seafood'}, {'alias': 'soup', 'title': 'Soup'}, {'alias': 'sandwiches', 'title': 'Sandwiches'}]",4.0,"{'latitude': 42.34928, 'longitude': -71.08272}","['delivery', 'pickup']",$$,"{'address1': '254 Newbury St', 'address2': None, 'address3': '', 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['254 Newbury St', 'Boston, MA 02116']}",16174312284.0,(617) 431-2284,197.9129638,42.34928,-71.08272
28,28.0,_wKT119W5J309_AN47pimg,cafe-landwer-boston-3,Cafe Landwer,https://s3-media1.fl.yelpcdn.com/bphoto/mnGcEidem4v77MThRJfVNA/o.jpg,False,https://www.yelp.com/biz/cafe-landwer-boston-3?adjust_creative=f3B48e3kgR7AlqAqwZz-eQ&utm_campaign=yelp_api_v3&utm_medium=api_v3_business_search&utm_source=f3B48e3kgR7AlqAqwZz-eQ,14,"[{'alias': 'mediterranean', 'title': 'Mediterranean'}, {'alias': 'breakfast_brunch', 'title': 'Breakfast & Brunch'}, {'alias': 'cafes', 'title': 'Cafes'}]",4.5,"{'latitude': 42.35007, 'longitude': -71.07849}","['restaurant_reservation', 'delivery', 'pickup']",,"{'address1': '653 Boylston St', 'address2': '', 'address3': None, 'city': 'Boston', 'zip_code': '02116', 'country': 'US', 'state': 'MA', 'display_address': ['653 Boylston St', 'Boston, MA 02116']}",16572502901.0,(657) 250-2901,434.203888,42.35007,-71.07849
