,Name,Rating,Date,Review
19,Piattini,2 star rating,2/6/2022,"Just ok... I went there for my birthday and was underwhelmed. The service was not worth the ~30 per plate. The red wine was served hot so I had to add a bit of ice so it was drinkable, the waiter did not show us the ticket before checking out, and it felt we had to pay when the waiter came around (as if we were being forced to pay and leave and we had been ther about one hour only). Also, it is shown online as a good wine restaurant but it isn't. The wine selection is not that great and the way they serve wines is as if they don't care that much about the wine aspect of the restaurant. The only plus is that the food prep was fast. There are other Italian places in the northend with much better service and with similar or cheaper prices per plate."
20,Piattini,4 star rating,3/31/2021,"Casual post-work girls night on Newbury? Look no further. Piattini, with a nice outdoor scene (pre-covid as well!), delicious bread/cheese boards, wine selection and sangria, as well as delicious entrees... this is a fantastic place to catch up, watch the hustle and bustle of Newbury street, and feel wined and dined.

Order: Penne with tomato sauce, add grilled chicken (pictured). Also had the bread and cheese board, wine, and sangria."
21,Piattini,5 star rating,10/1/2021,"Food was wonderful had the cheese board and Bolognas over pasta , service was great as well."
22,Piattini,1 star rating,10/23/2021,"Update:
I want to emphasize that during my visit at Piattini, we asked for the waiter for various things like utensils, water, ordering food, and our food MULTIPLE times. And every time, we were either ignored or brushed off as nothing happened afterwards. It was only after I had to physically get up out of my seat and directly request to be served from a waiter who was not in charge of our table.

Also, I doubt that one tiny lemon wedge could turn a shrimp scampi into a full on lemon pasta with bland 1-dimensional flavor. But, maybe your restaurant cannot take any criticism as Piattini only believes any comments/reviews to be unwarranted complaints. 

Additionally, I would like to ask why you assumed that the reviews before me were friends that I dined with. I don't ever recall stating who I dined with, unpess you made some assumptions or stereotypes.

If I had the option, I would give this restaurant a 0 star, but unfortunately, you get a saving grace with an automatic 1 star. Next time, please take your customer's critiques and recommendations seriously before advising us to not complain for the sake of complaining.

If you are thinking of coming to Piattini, I HIGHLY recommend saving your money and sparing your brain cells by going to a different restaurant."
23,Piattini,5 star rating,4/3/2021,"This restaurant was accommodating and nice about our late arrival since we gave them a call beforehand! We sat inside and it was spaced out for COVID measures, but it is still a small place. 
The food came out quickly and the waiter was kind enough to keep giving us bread. The pizzas were delicious and had the right amount of cheese. The ravioli tasted amazing and I definitely recommend it if you love cheese and eggplant. I would go back for dinner again!"
24,Piattini,5 star rating,12/12/2020,"I seldom dine on newbury because I worry I'm paying extra for the restaurant's rent. Went to piattini with three friends and changed my mind. The server, Murthy, was really nice and patient and constantly came over to refill water.  We ordered the two pasta in the picture. The flavor with the sauce was so good- we both liked it a lot. The brunch portion was actually perfect. Will go again."
25,Piattini,5 star rating,8/5/2021,"Gray restaurant on Newbury street, have had the pleasure of taking out from this establishment a couple of times during the pandemic and have always had consistently delicious results. My go to favorite is their arugula salad with blackened salmon or shrimp. Their greens are always fresh and plentiful and their dressing brings all the components together very well. I also recommend their mushroom, pepper and artichoke pizza - fantastic! Will certainly be coming back."
26,Piattini,5 star rating,1/8/2022,"We ordered 3 piattini between 2 people and it was the perfect amount of food. We got the burrata, muscles and spinach gnocchi. Not gonna lie, the bottom of my plate had so many different sauces and juices that using the bread as a mop was the best move all the night. The muscle juice with a little bit of cheese and pesto created a sweet medley in my mouth. On the other hand they put us in the corner and we had a reservation but hey you don't get to pick your seat. Pre dinner bread was solid and the food came out quickly which is always a bonus."
27,Piattini,5 star rating,10/23/2020,Wow wow wow wow wow !!! Really good mix of flavors! My boyfriend and I went with 3 small plates and one big plate... it was more than enough food! So many bright colors and fantastic sauces. We could have done without the mussels but the sauce and bread really proved them to be a good choice. The lobster ravioli is a MUST. Everything was so delicious and our waitress was wonderful. The outdoor seating expansion does wonders and it's so nice on a good night! They just got heat lamps today-- great purchase!
28,Piattini,5 star rating,9/27/2021,"Food was amazing! Would definitely go there again. No complaints at all. Also, their outdoor seating area was so cute. Got the full Boston experience."
29,Piattini,2 star rating,11/18/2020,"Meh. Piattini came highly recommended by several guidebooks as well as Yelp, but I was highly underwhelmed when my friend and I had a quick lunch here after wandering the area. The Newbury Street tax is really something. 

Don't get me wrong, it wasn't bad by any stretch of the imagination. We were seated promptly on the patio - sunny, warm fall day - and distancing safety precautions were all taken. Our server was friendly, and the food came out promptly. However, I found the food to be just okay and the price wasn't worth it. 

I had the shrimps scampi, which was fine - rather light on the shrimp and the flavor, especially for the $16 price tag (y'all know pasta costs like $.30 per serving, right?) but it did the job. I also ordered a glass of prosecco, which was pretty middle-bottom-shelf stuff. It was also fine. The whole experience, with tax and tip, ran me $35 for a plate of okay pasta and a glass of cheap bubbly. 

Maybe I ordered the wrong thing, or should have come for dinner, or should have expected it from a Newbury Street spot.  Still, as someone who values, um, value when dining out, Piattini just wasn't worth it. Grab a sandwich somewhere and save your pennies for a real Italian meal in the North End instead."
30,Piattini,4 star rating,10/28/2020,"Really yummy dishes! All were very tasty but pretty overpriced in my opinion for ~ $25 vegetarian entrees. I'd understand the higher price if they have meet. The gnocchi is an appetizer actually and cheaper but for a similar price, so would recommend."
31,Piattini,1 star rating,3/28/2021,"I'll start by saying that I love the food here (as you can see from my previous review). However, my most recent experience has ensured that I will likely not be coming back.

The restaurant staff today was absurdly inattentive and scattered. Other reviewers have mentioned their great service and I previously have also had positive experiences when I dined here where I felt respected and well attended to. I don't know if my poor service today was because my party was a younger group (and perhaps this somehow meant we were less deserving of their time and attention?) or because it was a busy day for them and the staff was stretched thin; possibly a combination of the two. One of the plates we were given with our complimentary bread was dirty so we asked for a new one, which was never brought to us. While waiting for our food, another waiter came by (unprompted) and asked if we were ready for the check, and I heard a waiter tell another table that he would check on their food for them, only for them to reply that they hadn't gotten the chance to order yet. We received our food in a very reasonable amount of time, which I appreciated, but once we received it, our server was missing for the next 30 minutes. None of the staff dropped by our table to refill our waters (glasses were empty within the first 5 minutes), ask how our food was, or check if we needed anything within the entire period we were eating. The first time someone finally did swing by our table, we were ready for the check. 

While we were eating, my table was also harassed by a passerby from the sidewalk (we were dining on the outdoor patio), who came up to our table (within 4 feet) and loudly/repeatedly yelled at us to share our food with him. This went on for at least a good 20-30 seconds, and needless to say it was an uncomfortable experience. As a party with two women, and given the recent surge in occurrences of anti-Asian violence across the country (I am an Asian female), I felt very unsafe. Given that we were seated no more than 10 feet from both the hostess station and the entrance to the restaurant, I find it surprising that no one from the staff noticed or stepped in to protect their customers from being harassed. Though the incident itself was by no means Piattini's fault, I felt their failure to intervene, either because they didn't care to or because they were so inattentive to their customers that they didn't notice (neither of which reflects well), was disappointing. 

Though I think the food here is wonderful, I can't justify coming when the service is so lacking and there are so many other restaurants around Newbury St and Boston that are of similar price and quality."
32,Piattini,4 star rating,5/16/2021,"Lots of outdoor seating, and turnaround between ordering and food arriving was super fast! Fusilli pesto was super fresh and scampi had the tenderest shrimp. Ordered the melanzane starter at the waitstaff's recommendation; while I understand how it could be one of their bestsellers, I personally found that the truffle was pretty overwhelming."
33,Piattini,4 star rating,12/5/2021,"Best shrimp scampi ever! The service was warm and flexible, accommodating a request to move when the person near us had too much perfume. The food was incredible we will be back!"
34,Piattini,1 star rating,2/24/2022,Service was terrible. Took way too long for waitresses to attend us. Food was grossly average for the price. When splitting up the bill I tried explaining to my friend the split of money and the waitress shushed me because she thought it was unnecessary. Shouldn't have left a tip. Don't come here.
35,Piattini,1 star rating,11/23/2021,"Really really awful. I haven't had such bad experience for a long time. The pizza dough is really bad, no resilience at all. We had two ravioli as well, black truffle one is ok but not good, lobster ravioli is terrible, what I had is terribly fishy, really really fishy, and the lobster flesh taste like frozen dead lobster meat. Really terrible."
36,Piattini,5 star rating,12/4/2021,"Great food, wonderful location on Newberry Street. Staff was accommodating, not super friendly, but nice enough."
37,Piattini,5 star rating,2/15/2020,"Spinach gnocchi is of the best I've had in Boston and I live in the North End. Wonderful pesto sauce and perfectly cooked gnocchi. 

Highlight might have been dessert though. Beautiful presentation and even better tastes. Tried both the Flourless Chocolate Cake and the Hazelnut Gelato Torta...could not say or spell it for the life of me BUT unbelievable. Together the two were extremely filling but worth it. 

Think I preferred the Flourless Cake just a bit more. Warm, rich chocolate cake with a creamy vanilla bean gelato topping that melts into the cake. So GOOD. Will be thinking about this one for a while (:"
38,Piattini,5 star rating,7/1/2021,"Worth a visit. Friendly staff, excellent food, nice decor, ok wine, and amazing deserts. In fact, the Tiramisu is better than what we've had in Italy."
39,Piattini,5 star rating,1/12/2021,"I love this restaurant!!! My boyfriend and I walked into this hole in the wall Italian spot immediately taken by the ambiance. The cozy, low lit interior with candles sprinkled throughout made for such a romantic vibe.  

When we sat down, we were greeted by the kindest, most accommodating waiter who set the mood by joking around with us and helping us pick out our meal for the night. The food was absolutely amazing, from the complementary bread... fluffy and light, the cheese plate, the burrata ravioli and shrimp scampi... alive with richness and flavor, and the chocolate cake dessert. Had the most fun night here, and the dishes we chose were so masterfully created."
40,Piattini,2 star rating,11/17/2021,"Ambiance was strange, there was also an unpleasant odor of some sort throughout the restaurant...

Food was just ok, could have been MUCH better.  Especially for the price."
41,Piattini,4 star rating,2/17/2022,"I love this cozy restaurant for outdoor dining sitting on the lower level of Newbury Street.  I have been going here for years ever since I moved to Boston.  The salads, pastas, sandwiches, and sangria are always spot on.  Now that my daughter is a freshman in college attending in the city, I love taking her and her roommate out for dinner or lunch. Staff is exceptional as well. Hidden gem!"
42,Piattini,4 star rating,11/19/2020,"Still open on Newburyport for lunch and dinner. We sat outside with a propane heater and had great service and food. Glad they're still going and still kickin the mezzalune affumicate, their original signature dish with perfectly done fried eggplant, melted cheese sandwiches between with truffled tomato cream sauce. Yum."
43,Piattini,5 star rating,10/24/2021,"I'm surprised at some of the other reviews because we had a wonderful experience at Piattini! In town for the marathon, and the restaurant was extremely busy. We did have reservations and they initially seated us in the dining area near the kitchen. We requested a different table, and they were very nice and accommodated our request. Our server was great!! Our waters were constantly filled, he responded quickly when we had questions, and he was professional yet personable! AND the food was amazing!! We started by sharing the arugula salad. So glad we shared it because it was generous enough for two! Loved the combo of caramelized beets, butternut squash, and cheese. SO good!! We then enjoyed the veal secondi (my hubby) and the mussels (me!). The veal was very tender and delicious!! Yes, he spared a bite for me :o). My mussels were fresh with tomatoes, wine, garlic, and herbs, served with ciabatta.  They were wonderful!! I needed carbs for the marathon, so I had also ordered a half order of the homemade fusilli with pesto and wild mushrooms. YUUUMMMM!!!! I've never had such delicious homemade pasta! It was so tender! Had to skip dessert because we were so full, but if I run Boston again we will definitely come here for another delicious meal!"
44,Piattini,4 star rating,9/4/2021,"Came here on a rainy night while helping sister move in to a new apartment. Surprised there wasn't any bread to gnaw on while we went over the menu. Started with the Cremini pizza as an appetizer, which was great. I could've eaten the whole thing, but I rarely feel the need to eat pizza at Italian places like this. I went with the FRUTTI DI MARE with the red sauce, and loved it. I don't often go for seafood, but it was the most appealing option at the moment. Winded down the meal with the tiramisu, which was amazing. Washed it all down with LONG TRAIL GREENBLAZE IPA. Everyone else loved their meals too. A great time overall."
45,Piattini,4 star rating,6/15/2021,"Pretty delicious food! Fairly expensive. I was happy to see that they had some delicious vegan options! Unfortunately the portion size wasn't too big, and the price was on the more expensive side of Italian food. The vegan options truly were so tasty however, and I'd go back again in a heartbeat if it weren't for the price! Not sure if they were just busy, but the wait staff took a very long time between things, which in all was not a terrible issue. Atmosphere was still very cute for a date night :)"
46,Piattini,5 star rating,2/1/2022,Amazing!! Me & my bfs favorites spots to go to when we are in town!! Can't wait to have it again
47,Piattini,1 star rating,6/24/2021,"We sat down at an outdoor table for two and I promptly shat on by a bird within seconds.  I should have taken this as a premonition.  We waited a few minutes for a waiter to come by and explained what had happened and if we could have a napkin (probably should have been on the table to begin with). With shit on my neck I watched as he proceeded to go take orders from a few other tables before making his way back inside.  Another 5 minutes and he was out with our napkins and said he would be back to take our order shortly.  

We proceeded to wait an additional 25 minutes before seeing his face again as he resurfaced to attend to the tables around us.  Trying to get his attention each time it was another 10 minutes before we could flag him down.  So we are now at 40 minutes sitting down before we are able to get a drink order in.  Understanding the situation that has been bestowed upon us we decide to order our drinks and food together (not knowing when the next time we might see him is).  I order a beer and my girlfriend orders a bottle of Prosecco in addition to two salads .

After another 10 minutes of waiting I am able to flag him down and order another beer.  If the first one takes more than 10 minutes I should surely put my name in the queue for the next one.  

The drinks come shortly after that.  We are brought 1 bottle of Prosecco, 2 bottles of beer and 1 beer glass.  No issue right?  Except immediately after dropping of the drinks he disappears again.  After waiting almost an hour for our drinks we are left with a bottle of Prosecco that was not opened for us nor were we provided glasses to drink it out of.  I laughed and considered myself the lucky one for a brief moment for ordering a beer. A very brief moment.  These beers were not in fact twist offs.  Our waiter had left us here with an unopened bottle of Prosecco with no glasses and two unopened beers.  I have never been stranded deserted island but I am starting to appreciate the feeling.  Fortunately I keep a bottle opener on my keychain so I am prepared for situations like these.

We do not see our waiter for a while but eventually he does come back with two wine glasses for our Prosecco.  We would be responsible for opening the bottle of Prosecco though.

Shortly after downing my first beer our food comes out.  Not just the salads but the entrees too.  Can you believe how lucky we are to get two plates of food all at once while our tiny table now has 2 bottles of beer, a bottle of Prosecco, and a 2nd bread basket (which we had to pay extra for for fear of starvation at that point).  Talk about ambiance.  

We eat for the next 20 minutes without anyone checking in to ask how it is or if we would like anything else.  As we are winding down I flag down the waiter for our check.  When he comes back I just hand over my card to expedite the process.  No need to look it over and risk him leaving for an indefinite period of time.  When he returns my excited cannot be understated.  I am free. All I have to do is sign my name, pack up my things, and head home after a dissapointing evening.  That feeling although powerful is too good to be true.  There is no pen.  Of course there is no pen.  Why would there be a pen?  Have I learned nothing about this establishment over the past hour and a half.  

After another indefinite period of time I am able to flag him down and I am able to obtain a pen. Thank the Lord.  

I have never left less than 20% tip at any restaurant for any reason.  That is for the minimum service and it is usually higher.  Tonight I left Zero dollars and I do not regret it for one second.  That was not just the worst experience I have ever had at a restaurant but one of the worst experiences I have had period.  There are hundreds of restaurants in walking distance of this place and while I have not been to every one I would be confident in recommending any of them over this place.

Peace"
48,Piattini,3 star rating,11/5/2021,"The place was nice but small, the chicken Alfredo was a bit bland needed more seasoning.  The portion was ok for lunch"
49,Piattini,5 star rating,1/26/2022,"Lovely restaurant, very good food, excellent service.  Highly recommend.  Wish I took photos to post.  Will next time. Outdoor dining nice when weather is good but can be a bit crowded."
50,Piattini,3 star rating,10/26/2021,The food was okay when my friends and I decided to have some vegetarian friendly pasta. The service was very slow. I think it took about 30-40 mins to get our food on what seemed to be like a non busy evening
51,Piattini,4 star rating,8/29/2021,Had a good meal here last night.  Service was good too. My only complaint is that we sat in the large back room.  The noise and music were extremely loud because there is no sound absorbing material on the walls or ceiling.  This needs to be added ASAP to make dinning more comfortable. It was very hard to talk.
52,Piattini,4 star rating,10/17/2021,"Food was pretty good. I kind of feel like it's just another Downtown Boston-located Italian food place - decent, but not amazing. I wish they had more menu options, as well. I did enjoy their cheeseboard! Also got the tuna tartar appetizer and spinach gnocchi, both of which were decent."
53,Piattini,4 star rating,5/22/2019,"This is a great Italian place right in downtown Boston, specifically Back Bay area. I personally really enjoyed my experience there. The space has a nice ambiance. They can offer more intimate, personal dining experience for dates or for large parties alike. The waitresses were polite and efficient. They greeted you, asked nicely if we had any reservation, brought out the food promptly for everyone in your dining party..and take care of my requests you have.

The food is also just as good. Even for lunch, we found the portion size to be good..and with great prices, too (pasta dishes for lunch go for $11-15..not bad at all!). Everyone in our dining party enjoyed the meal. I had their lobster ravioli ($13) and thought the portion was just right. It was on a light lunch side...but definitely kept me satisfied through remaining of the day. Their other pasta dishes like angel hair or spaghetti seemed to be more filling though..so if you are hungry..you may want to go for that..or pick a pasta dish and another appetizer or two...and you will be satisfied.

I definitely want to stop by Piattini again in the future. But I will also want to make sure I RSVP ahead of going there for sure. Their space isn't too big..so if you want a nice Italian place in Back Bay...save on a potential headache and make a reservation ahead of time!"
54,Piattini,5 star rating,4/25/2021,"The restaurant had a great vibe to it. A wonderful menu, not overly long but made up of many interesting options. I love cauliflower crust on the pizza option.  The mussels were out of this world. 

Lots of outdoor dining.  Nice back room which can be rented out."
55,Piattini,1 star rating,4/25/2021,"I don't like to write bad reviews, but this one I had to give it a 1 star for the poor customer service. Yesterday, my friend and wanted pizza so we happened to pass by this restaurant that offered it. We didn't book a reservation beforehand, as it looked very packed for outdoor dining. I immediately asked the hostess what would be the wait time for a table of 2. She said she could actually seat us right away. 

When we got to our table, we noticed we were seated to a tiny table that was right next to the crowded pathway of the street. Many onlookers were very close to us, so we wondered if it was possible to switch to another table (covid precaution: wanted to be safe). We had kindly asked our waiter if it was possible to sit at the table across that was a bit bigger for us both and won't be near the crowd, he told us ""yes, of course."" However, right after we moved, the hostess came back up to our table with a upset look and told us we cannot move to the other table: assuming we moved without mentioning to anyone. Right in front of everyone, the hostess mentioned how we were pissing other customers off who are on the reservation list and we couldn't just move because this was a table of 4 and were are 2. We were so confused by this altercation because we had asked the waiter beforehand and he mentioned yes, so the hostess put the blame onto us, thought we started it, and thought we made a scene when we never did. We apologized anyways and moved back but still were confused as to her being upset and annoyed at us. We looked around and saw 2 people sitting at bigger tables but we didn't want to question any further. I noticed our waiter felt really bad for us after and kept apologizing.

The food was another issue that upset us a lot. I've never waited for my food for almost 2 HOURS. I don't know how I even had the patience to wait for 2 hours. Our bread already came an hr late. My friend and I were confused as to why the people around us who came AFTER us had their food first, some even finished before our food even came. My mimosa I ordered, I finished way before our food came (possibly a half hr before). Our waiter felt very bad again that he kept going back and forth and questioning his team where our food was. We didn't question it because we didn't want to make it seem or have the hostess think that ""we're creating a fuss again"" so we just waited. But at that point, we were just very upset by everything. 

Go here if you want, but just heads up the service not that great. Foods just alright. Not sure if it was just a busy, nice hot weekend. But I've NEVER had customer experience in Newbury St like that before..."
56,Piattini,5 star rating,11/18/2019,"Had the best solo lunch here! 

Was traveling in Boston on business and just needed to have some alone time. It was around 2 or 3pm when I decided to stop at Piattini due to a recommendation to try the gnocchi from a vegetarian friend. I took a seat outside and was serviced very amicably and efficiently.

I ordered a cafe latte and the spinach gnocchi as per my friends recommendation. The temperature at the time was very comfortable and the comforting food added to the overall feeling of relaxation and contentment. A little bird even came to sit on my table and tried to steal an entire slice of complimentary bread! Though the bread was much too heavy for it.

That gnocchi was great. And so was the service. Will definitely be back in the warmer months to enjoy people and bird watching in their outdoor seating section."
57,Piattini,2 star rating,8/27/2021,"I'm new to the city...but if you're a city with a reputation for Italian food your Italian food better be good. It was not good. Service pretty much ignored us flat out and they never checked on us. Cocktail wasn't bad though, and the pizza was edible. It just tasted more ""Dominos"" than ""$17"". I will be ordering Dominos over this"
58,Piattini,5 star rating,4/7/2019,"This is my first time in Boston. I had asked the concierge where he recommended that was close by and he gave me a list of three restaurants but said that Piattini was his ultimate favorite! And I love Italian, so decided to give it a try! 

When I arrived there, it was quite crowded, so I knew it must be good. Luckily, for a Saturday night, the wait for a table of 2 was only 15 minutes! (I was expecting to have to wait longer!) 

Looking over the menu, I spotted a wine flight section and decided to try that out! I got the fruttoso rosso flight and they were all delicious!! 

For my main, I ordered the kale pesto pasta. It came with roasted red peppers and grape tomatoes. I was a bit unsure of how I would like kale pesto, but I'm so glad I tried it because I LOVED it!! Would 100% order again! 

I had looked over the dessert menu and everything sounded so good, but I was too full and had to pass. 

Our waiter was amazing as well. He provided his recommendations and was very attentive to anything that we might have needed!

If you're new to Boston, or a lifer, I highly recommend trying this place out!"
59,Piattini,1 star rating,10/10/2021,I was absolutely speechless. I'm usually someone who is not picky about their food at all. This was the most bland and cold pasta I have ever eaten. I saw the reviews and decided to go but I was extremely disappointed. The service was terrible as the waiter only visited our table twice. Since there were so many fees involved I thought I would get better service but that wasn't the case. I never even got my water refilled. The plates were dirty and we had to ask for replacements. Three medium sized meatballs were $14 and it tasted like very bad college dining hall food. I do not recommend this place at all. Please reconsider the price is NOT worth it unfortunately.
